Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,1206.2194902721044,1207.2386324194704,1204.9718189413152,1205.6143758117112,1205.6143758117112,1290293
2015-01-02,1203.3106790044937,1205.7179245056489,1201.08011681101,1203.0839396708627,1203.0839396708627,4411784
2015-01-05,1199.4686983637034,1202.8054008287875,1198.1729392719199,1199.9348033419299,1199.9348033419299,2704754
2015-01-06,1201.7501995792877,1202.0422804793711,1200.877212207797,1200.9806384653136,1200.9806384653136,2206287
2015-01-07,1195.1097505076532,1196.932276807411,1192.0859012790004,1194.7690159823176,1194.7690159823176,2285593
2015-01-08,1193.4008890346797,1194.8853753535593,1191.5824257077693,1193.4687416249817,1193.4687416249817,3532626
2015-01-09,1183.1595372262686,1184.5897721241722,1182.3182222717817,1184.2818458287281,1184.2818458287281,1347360
2015-01-12,1182.2335661761647,1183.4873426095742,1181.164714594105,1183.377189593257,1183.377189593257,1674803
2015-01-13,1179.4021297981126,1182.5242303188982,1179.34729740164,1179.2436570064115,1179.2436570064115,3579734
2015-01-14,1185.050370313075,1188.1808598500713,1183.3682259903435,1184.7432575629844,1184.7432575629844,1541321
2015-01-15,1183.8957297617364,1185.2524978414842,1178.602617018884,1183.9053791119568,1183.9053791119568,2128233
2015-01-16,1180.5918233642374,1182.6439216843792,1176.3744535487237,1181.5148934993942,1181.5148934993942,4801531
2015-01-19,1185.4402461000743,1186.2783281534698,1185.4220981264725,1185.9118407895585,1185.9118407895585,4284193
2015-01-20,1178.056347082632,1182.619876612922,1177.5060700705408,1179.3544439368854,1179.3544439368854,2152355
2015-01-21,1179.943283937148,1180.446087203184,1179.5678942924349,1178.346469976423,1178.346469976423,1541637
2015-01-22,1176.470733589386,1176.525586760664,1174.3394106985918,1178.733456778174,1178.733456778174,3284979
2015-01-23,1179.6390854370545,1180.2926682324112,1177.9017888664316,1178.6570785996723,1178.6570785996723,1728694
2015-01-26,1183.0731964287804,1184.81744044854,1181.631233724485,1182.259151983126,1182.259151983126,3995545
2015-01-27,1178.0209477531644,1179.0812224560761,1173.5848620484442,1177.399786180571,1177.399786180571,4130857
2015-01-28,1167.5706419152432,1169.5246271654667,1164.1981647491266,1167.7806862442792,1167.7806862442792,4898045
2015-01-29,1165.2077165119917,1165.2335648788394,1161.7463091907896,1164.448329876125,1164.448329876125,4476345
2015-01-30,1162.6468917831203,1163.3044089419675,1161.7164111665356,1161.853510894716,1161.853510894716,4686816
2015-02-02,1161.5794940674248,1163.5344373879313,1159.160239492528,1160.891625359072,1160.891625359072,2041996
2015-02-03,1175.7965107983887,1177.7461287991864,1175.228242027453,1176.227311121138,1176.227311121138,2342746
2015-02-04,1182.5922531223998,1182.7067894176696,1178.1940246264671,1181.7898685336413,1181.7898685336413,3333396
2015-02-05,1180.0421630323406,1180.8120876437342,1177.565620128859,1181.2235546118557,1181.2235546118557,4235353
2015-02-06,1182.2814280393434,1183.8179915388152,1179.2093424577752,1180.421162376244,1180.421162376244,4521928
2015-02-09,1174.869641698119,1175.8224392585632,1173.0960365666688,1175.6718698978048,1175.6718698978048,2394555
2015-02-10,1170.849106930172,1173.756125255358,1170.759997028804,1170.1797802940948,1170.1797802940948,1871539
2015-02-11,1163.9046099304758,1166.529428623226,1162.03248074327,1164.967559018612,1164.967559018612,2864712
2015-02-12,1164.7353662519952,1165.6554487713677,1164.5825174381735,1165.0875925424784,1165.0875925424784,1660367
2015-02-13,1166.3258752274605,1167.3303807956418,1164.7078087826144,1167.5071620995352,1167.5071620995352,4447497
2015-02-16,1169.2139397985184,1170.4470315647725,1166.0279257925138,1169.3120960411077,1169.3120960411077,2687829
2015-02-17,1179.705699476677,1181.354533343769,1176.6817331219436,1177.056758186458,1177.056758186458,3205868
2015-02-18,1177.939533635093,1178.1739281895464,1174.8995811551183,1178.1463186424523,1178.1463186424523,2697266
2015-02-19,1177.8408570755375,1180.018899385137,1177.811146074334,1179.1189685606196,1179.1189685606196,3188040
2015-02-20,1178.1614760796542,1178.2130888046977,1178.1226169156078,1176.950533559766,1176.950533559766,1848982
2015-02-23,1174.612834167342,1174.9594873063002,1172.7242474343914,1176.6418281580434,1176.6418281580434,3996241
2015-02-24,1177.3796999822853,1178.14950418971,1175.8127585840764,1177.9034617808609,1177.9034617808609,4980615
2015-02-25,1170.5070431119057,1170.9802865353943,1170.2786070699324,1171.5275763624613,1171.5275763624613,4357048
2015-02-26,1169.8814497219223,1174.0355581313809,1169.3875340190812,1170.3354732581677,1170.3354732581677,2967308
2015-02-27,1183.3077085968573,1186.1710537058375,1182.3848450385055,1182.0130538997776,1182.0130538997776,4287412
2015-03-02,1170.0511369783196,1171.4555608120413,1169.6615693402125,1171.4436745542391,1171.4436745542391,3997658
2015-03-03,1170.5638981142429,1171.8787353198231,1168.835556927636,1170.7541818385387,1170.7541818385387,4959267
2015-03-04,1164.2631346509393,1165.9195369603187,1163.313460110422,1165.3321410726678,1165.3321410726678,2068356
2015-03-05,1165.5446845021736,1165.9362578977211,1163.4731590683011,1167.2412143392266,1167.2412143392266,4783642
2015-03-06,1165.8769245241158,1166.3462531772761,1165.44533422897,1166.5116609484674,1166.5116609484674,3593642
2015-03-09,1167.8334456031955,1169.79701521143,1165.8014013531742,1167.7113444422184,1167.7113444422184,4356726
2015-03-10,1165.0462554625406,1165.9962538173736,1163.9747518405732,1164.161463561744,1164.161463561744,4302466
2015-03-11,1168.33749373992,1168.694258186164,1163.336099469463,1167.9507982239381,1167.9507982239381,2650809
2015-03-12,1178.0689316353178,1182.2048986530667,1174.2369538690132,1177.232748909665,1177.232748909665,2139878
2015-03-13,1177.4610684576228,1182.8098021218716,1177.0893238123517,1177.8730062364848,1177.8730062364848,1739469
2015-03-16,1180.5262216737017,1182.2309899872926,1179.0698974791696,1181.4628039978134,1181.4628039978134,2827937
2015-03-17,1185.7812148113956,1186.4868037415176,1185.0684094552737,1187.0818623305438,1187.0818623305438,3969084
2015-03-18,1191.1650063005175,1191.8216130950705,1189.142229843134,1191.3360162651074,1191.3360162651074,3903613
2015-03-19,1188.9938326949386,1190.3622701602076,1187.7938149874083,1188.861040606149,1188.861040606149,2586250
2015-03-20,1192.6083281443819,1194.8431517168847,1191.491532120182,1192.1472193524244,1192.1472193524244,1177041
2015-03-23,1203.302085616197,1204.7881523598278,1201.6519116473778,1201.8512897079947,1201.8512897079947,1185888
2015-03-24,1204.4602807299098,1208.245321580977,1203.2942611751441,1202.6147320561208,1202.6147320561208,4685433
2015-03-25,1203.0006094402208,1203.1582731181663,1200.566135546606,1204.1282057640533,1204.1282057640533,2245821
2015-03-26,1205.158270107053,1208.8872945331418,1204.5744472790395,1205.6930722600227,1205.6930722600227,2057982
2015-03-27,1209.3478405557998,1210.8391568808206,1207.861827057603,1209.3416899206004,1209.3416899206004,2076569
2015-03-30,1206.3183645890892,1207.0157626973703,1205.1340978565227,1207.3045841701944,1207.3045841701944,4275134
2015-03-31,1208.1630337571146,1208.658066992155,1206.087849005847,1206.3538848900466,1206.3538848900466,4092606
2015-04-01,1205.1741011627084,1207.7423665345696,1204.5825385852818,1204.9327905001448,1204.9327905001448,2647895
2015-04-02,1205.9728824326578,1206.981645817511,1205.154561090383,1205.3543156496146,1205.3543156496146,4346477
2015-04-03,1203.212002037968,1206.393968049965,1201.6894835196483,1203.1134328968878,1203.1134328968878,1841528
2015-04-06,1202.659417814352,1202.872208703733,1202.4981648014987,1203.1695071066429,1203.1695071066429,3363075
2015-04-07,1202.760433078718,1203.4614173167267,1202.4719078715018,1202.210146599198,1202.210146599198,1698363
2015-04-08,1209.1965771646983,1210.731415406276,1208.2339543369674,1209.626140273641,1209.626140273641,3100800
2015-04-09,1208.6484522988908,1209.324308627876,1206.06347400217,1209.5273988135389,1209.5273988135389,4681811
2015-04-10,1213.008225466568,1213.1442052383181,1212.5003851282947,1211.5793248801579,1211.5793248801579,1845688
2015-04-13,1216.3845775893374,1217.9485326566205,1215.8776399864441,1213.9073349087294,1213.9073349087294,3327905
2015-04-14,1214.3406826059063,1214.9078936275178,1213.6919045122245,1213.302562781241,1213.302562781241,1149098
2015-04-15,1217.701929946967,1219.5625461816846,1216.9238549904392,1218.4810025753388,1218.4810025753388,3502484
2015-04-16,1215.2881188578283,1217.0869909002186,1211.7060132442882,1214.3285633452779,1214.3285633452779,2472239
2015-04-17,1218.323981593048,1219.8633512579513,1216.7418303417105,1219.117185316118,1219.117185316118,4997263
2015-04-20,1224.011209156248,1227.6227235795736,1222.7563453254234,1222.451521819855,1222.451521819855,4695309
2015-04-21,1220.4714294658263,1221.2132030224238,1219.3190283589672,1220.0417105338413,1220.0417105338413,4520314
2015-04-22,1223.0937388527243,1223.7272741012775,1222.8976231334111,1222.3288284997964,1222.3288284997964,4901860
2015-04-23,1219.588836407675,1221.1432898287035,1218.3471631904672,1220.172417313578,1220.172417313578,2676327
2015-04-24,1220.2198142115328,1220.5971685253649,1218.914004453115,1220.8138932851796,1220.8138932851796,3866449
2015-04-27,1231.2728957809832,1232.3158511892616,1230.144693753816,1230.4369810241433,1230.4369810241433,2066216
2015-04-28,1233.0379900822575,1234.6820606776898,1231.1903849069847,1233.6199063904864,1233.6199063904864,1410894
2015-04-29,1230.7796672192967,1231.0962979745498,1228.734949219611,1232.1077886261096,1232.1077886261096,4772191
2015-04-30,1231.1883291330494,1235.0313917868189,1228.9539455916213,1231.1066357770492,1231.1066357770492,3199668
2015-05-01,1232.503926546789,1235.4426495948196,1232.2117731012752,1231.7006579288059,1231.7006579288059,1857710
2015-05-04,1228.4523042500457,1229.7719800861435,1227.114095321694,1228.4497215668803,1228.4497215668803,2456410
2015-05-05,1223.41634595247,1223.8360236854228,1222.9975526963376,1223.6350776516817,1223.6350776516817,3123550
2015-05-06,1225.9730749985679,1228.9847955500823,1221.5391016553403,1224.8207140276486,1224.8207140276486,4914921
2015-05-07,1219.0122528988716,1222.4218984741115,1218.6658947493631,1219.9879246966339,1219.9879246966339,2156437
2015-05-08,1218.6046790596536,1219.5612075975434,1215.8571689155417,1218.5086092078675,1218.5086092078675,2627488
2015-05-11,1211.5233899574923,1212.2338687749107,1210.1846935917122,1211.218249833635,1211.218249833635,3053818
2015-05-12,1219.4083980920143,1221.1676906943728,1217.5672961275106,1218.8971127415325,1218.8971127415325,2195420
2015-05-13,1205.591705571546,1205.9806744032187,1203.650925922253,1205.4404499111167,1205.4404499111167,1760190
2015-05-14,1214.4646451564452,1215.0338196878022,1214.4018004915167,1215.5226410486455,1215.5226410486455,2751146
2015-05-15,1216.4765455477632,1218.3801719540897,1216.0776324181406,1215.5991580621878,1215.5991580621878,4344891
2015-05-18,1224.928560013059,1227.8571077505376,1224.9240351038654,1224.2869798442725,1224.2869798442725,2960211
2015-05-19,1228.2000272300902,1229.2208362618906,1227.6093289422124,1228.384836004528,1228.384836004528,3247432
2015-05-20,1231.7598271459926,1231.9821306751778,1231.50922432481,1230.2622292282397,1230.2622292282397,3775113
2015-05-21,1230.7018960792504,1232.461746622267,1230.4449150470944,1231.6055648050815,1231.6055648050815,1370229
2015-05-22,1238.5315409137627,1239.0510480486282,1234.2485538146482,1237.6891196919212,1237.6891196919212,2736307
2015-05-25,1235.9253580182112,1237.5524410100513,1233.9376380833958,1236.0296223959788,1236.0296223959788,1479302
