Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,8998.70555759757,8999.091419283883,8998.392268483429,8999.145999004693,8999.145999004693,1686388
2015-01-02,8997.18433539774,8998.081314548423,8995.353302365324,8996.314319495152,8996.314319495152,4563530
2015-01-05,8986.41819543761,8986.61034089235,8985.993796351468,8986.211793626377,8986.211793626377,4169536
2015-01-06,8988.89088326864,8989.439807740175,8988.06775808249,8989.414353648928,8989.414353648928,1589347
2015-01-07,8993.092519853424,8996.464465694786,8992.407707497096,8994.12586213341,8994.12586213341,3807456
2015-01-08,8991.030143286021,8991.353491106856,8988.10916515905,8991.171999845023,8991.171999845023,1789570
2015-01-09,8988.19307165408,8989.61786899559,8985.647233442394,8988.363026652345,8988.363026652345,3474628
2015-01-12,8983.625817279242,8986.573279555398,8981.652952225644,8984.13635127877,8984.13635127877,1358570
2015-01-13,8987.487274494557,8987.666300917563,8984.8718664999,8985.625434147956,8985.625434147956,3475958
2015-01-14,8986.54712195186,8989.004912576773,8983.855968462309,8986.942570058325,8986.942570058325,3767542
2015-01-15,8992.695739952242,8994.802565099011,8992.045332173702,8991.95999246367,8991.95999246367,3291721
2015-01-16,8995.795917843045,8998.793242144498,8993.909273279873,8994.620148127666,8994.620148127666,3134410
2015-01-19,8996.059488691653,8996.612300967969,8991.75439960343,8996.063006379864,8996.063006379864,3726612
2015-01-20,9000.035118934662,9001.354237991814,8997.169165500605,9001.876531587113,9001.876531587113,2833366
2015-01-21,8994.121051811066,8996.160951641747,8992.014988738041,8993.915455636032,8993.915455636032,3249046
2015-01-22,8996.932857995234,8997.342069632643,8995.478720962874,8995.340564891341,8995.340564891341,3618830
2015-01-23,9003.82529590299,9005.047951574694,9001.73714881275,9002.505730675408,9002.505730675408,1769166
2015-01-26,8996.060060320913,9000.76302617651,8994.770746539141,8996.258037194684,8996.258037194684,1771845
2015-01-27,8995.468893772966,8997.28992094776,8993.630346316539,8996.222774928476,8996.222774928476,3242452
2015-01-28,8991.68537781802,8992.640998476532,8988.660297082317,8991.306777869037,8991.306777869037,3174775
2015-01-29,8988.531214062894,8989.350025576072,8987.449810863958,8988.89181155973,8988.89181155973,2893844
2015-01-30,9001.229595856437,9003.869091515811,9000.304196193016,9001.550768076817,9001.550768076817,4465119
2015-02-02,9007.73431844667,9008.733187913795,9004.3720380812,9006.894413082478,9006.894413082478,2323083
2015-02-03,8999.036506102635,9000.887451517056,8998.863138710964,8999.164165706161,8999.164165706161,4026308
2015-02-04,8999.049606018974,9001.480437038037,8997.980753237973,9000.763232360108,9000.763232360108,4969497
